timestamp,ph,bod,dissolved_oxygen,fecal_coliform,temperature,tds,turbidity,total_coliform,wqi,classification,cpcb_class,mpcb_class,status,season
2024-11-13 13:09:01.106457,7.7089284772135676,11.7376594813827,3.544428014489749,42655.93484138669,26.10161645845459,624.6083861087179,51.71422142533134,281771.1934458024,43.12985081599939,Bad,C,A-II,Polluted,monsoon
2024-11-14 18:21:01.106457,7.235822724893829,39.72059810106808,0.9069456136934799,43063.04172481872,29.679865796328087,1638.858388394276,150.0,403038.60004465614,27.51251031228867,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-11-15 23:33:01.106457,7.625638287958734,8.751567364840264,4.186809409909592,27188.218219549715,24.776861884667788,663.8921106986876,47.67336618670044,96084.65318917854,49.576226861797785,Bad,C,A-II,Polluted,monsoon
2024-11-17 04:45:01.106457,6.975869165884582,9.343840285960889,4.044669777914771,8032.207245521997,25.6911261825092,896.6654737083222,83.2270578000169,76382.44502682758,49.818905841468485,Bad,C,A-II,Polluted,monsoon
2024-11-18 09:57:01.106457,7.396492570181412,15.24616511160157,1.9742481674400614,28602.271838390883,30.416960717916762,1232.8240592305376,98.2216424074139,116899.23533285534,34.589380695794524,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-11-19 15:09:01.106457,7.7599725888174484,23.326088720997582,2.6015854597849146,10589.567998704866,23.409096412366587,920.0270356698994,82.08457512330426,77807.28612233736,34.92826052415215,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-11-20 20:21:01.106457,7.963884472175305,7.927639646641626,2.689324139414835,55616.969765268695,26.330889326020902,645.6349696591883,57.0060143237714,196335.1258143577,39.191727548479214,Bad,C,A-II,Polluted,monsoon
2024-11-22 01:33:01.106457,7.584314486383403,2.7879019027865546,3.9699671098747955,483.2559324359164,32.0,320.4128867965159,17.99347300857263,3869.2856124403256,64.62328753577675,Good to Excellent,A,A-I,Non Polluted,monsoon
2024-11-23 06:45:01.106457,7.698072303591638,20.103874013798723,3.1662466687392534,233074.2697626601,19.668184623075906,1018.3290188644061,126.02178767592709,2247499.53618391,35.81033974590622,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-11-24 11:57:01.106457,7.9827145260493575,20.9247781974844,2.547650955150915,1047504.9599691924,23.352794476375827,722.1910018033834,98.04300599737049,6594624.114467334,31.137789831084376,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-11-25 17:09:01.106457,7.463814484027565,18.40117018336739,2.2300106335757612,55838.79869191124,25.03462360521857,844.7687298123961,61.79812883479295,468040.07885857776,33.00711545431741,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-11-26 22:21:01.106457,7.437756680710641,40.0,1.0153957208806086,149363.45758422124,20.54507279023285,1645.8140798801144,150.0,1260082.3528498001,25.10575263988174,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-11-28 03:33:01.106457,8.11368981985508,11.780891261517358,1.7420095443028276,780775.2755150297,30.609752459576125,715.5503625057969,150.0,7309717.967978608,28.223327135204336,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-11-29 08:45:01.106457,7.292704922184268,8.859710970908889,2.546953057433714,43932.60606634008,21.08079130457658,973.932324213613,115.4297432418997,187457.4189173626,38.566373989898906,Bad,C,A-II,Polluted,monsoon
2024-11-30 13:57:01.106457,7.0428080808623985,34.180564188299925,0.6256855736993987,824157.0767735296,15.0,1612.9840332720996,150.0,5009724.800447377,23.34595664187927,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2024-12-01 19:09:01.106457,7.936572081462961,4.5357207909623005,3.430890398093502,244.6806712455326,18.0,310.5339673450243,13.029299479450597,1159.668027831932,53.758497654795086,Medium to Good,B,Not Prescribed,Non Polluted,monsoon
2024-12-03 00:21:01.106457,8.712419181039932,8.090585432251512,3.733181913691815,43052.96662665186,16.021933896788415,616.2854496150155,21.63902645476695,196066.38474009803,37.37781261366624,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-12-04 05:33:01.106457,7.916173185736001,7.958609161016364,3.8298666334442957,8414.386346721536,25.390388569479946,804.9252589892611,41.64368723176877,57568.76858714229,47.91324433899035,Bad,C,A-II,Polluted,monsoon
2024-12-05 10:45:01.106457,7.631350093914133,4.678733995569941,5.947765114292896,50.36926139770267,19.620053325566364,468.6295723267945,13.535485102094071,470.6062772764234,75.09893161187094,Good to Excellent,A,A-I,Non Polluted,monsoon
2024-12-06 15:57:01.106457,7.094728054166562,11.894949694645426,1.737914581627262,40125.91724025342,21.674298503577937,1358.154752610195,144.51620865442075,406882.52085492405,33.04201021702375,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-12-07 21:09:01.106457,7.992644892442851,7.244426644486439,2.8563947225944863,10454.832940416263,26.152668336056696,1121.5155445556004,127.03010725657747,28411.650991840754,42.46491920432528,Bad,C,A-II,Polluted,monsoon
2024-12-09 02:21:01.106457,7.304907614978945,16.641583989445234,2.1489408805045347,231912.54194809185,25.145759561625063,1016.94188613335,116.46321146094218,1134307.9621377764,33.207512863180234,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-12-10 07:33:01.106457,8.737565583011753,40.0,0.8559416474284098,1390508.944454929,23.0650758056092,1758.7595265937823,150.0,4257683.585722046,16.171488104233646,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2024-12-11 12:45:01.106457,7.970642063890549,3.1054098841000166,5.243402487215245,462.20386836227624,24.225265359822476,563.2279777517771,26.2661790592669,2211.837864243117,66.03093766502631,Good to Excellent,A,A-I,Non Polluted,monsoon
2024-12-12 17:57:01.106457,6.59194787840594,17.841090794121506,2.9602089762309265,35770.924965585364,15.0,1077.5940862557163,150.0,125355.13227497398,33.55308232444448,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-12-13 23:09:01.106457,8.755451517706717,6.9320653500167815,3.209184041029401,744.464441237369,25.990393085157997,790.6442731509187,38.651405970141056,4257.773333307315,42.68298683539105,Bad,C,A-II,Polluted,monsoon
2024-12-15 04:21:01.106457,7.8361536307276705,4.440721451166861,5.146473385231144,187.48530612274047,18.0,296.7684575118941,21.72544362432546,1333.7850445220581,64.69965425164722,Good to Excellent,A,A-I,Non Polluted,monsoon
2024-12-16 09:33:01.106457,7.8517276062258246,4.582679756053451,6.375092975490854,639.5071243299926,19.38273433321532,244.4949150569615,13.23460815040863,4506.693297101621,67.75930429174971,Good to Excellent,A,A-I,Non Polluted,monsoon
2024-12-17 14:45:01.106457,8.266090477523528,15.103462594851187,2.238132689924775,120483.75854767067,28.731387968052047,1190.15147711013,108.68292541317683,1047663.6274772348,28.03159794499002,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-12-18 19:57:01.106457,8.347074074006564,9.148987671097105,3.4130451829303743,2059.635102425433,20.54584159934609,488.2529622011293,27.67421718319006,11061.689400206253,40.77809700157908,Bad,C,A-II,Polluted,monsoon
2024-12-20 01:09:01.106457,7.53708956118891,13.788160745990407,1.7467823382096208,97164.86285255269,21.14886508444929,1047.5502216432324,103.16200598068397,748935.7609607182,31.083892109918413,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2024-12-21 06:21:01.106457,8.31283996606173,8.788145383588846,3.1381949951347967,6818.463035270533,26.63297979958178,634.7201325631197,84.43676309633148,59902.84051158064,40.59853801584408,Bad,C,A-II,Polluted,monsoon
2024-12-22 11:33:01.106457,7.552240065784996,4.078007531966357,5.3700856381308615,536.6774728330888,24.44885655523088,240.22128865624504,42.15780219909409,2910.8956061808562,67.87150160888302,Good to Excellent,A,A-I,Non Polluted,monsoon
2024-12-23 16:45:01.106457,7.777263730963955,4.64783114406111,4.52368776082932,448.89540007811127,21.36147130902119,417.7908723568838,20.956436404418525,1615.4612055692326,59.87433876017958,Medium to Good,B,Not Prescribed,Non Polluted,monsoon
2024-12-24 21:57:01.106457,7.13788749582221,5.283699532747339,5.370567483003911,18297.267921656996,25.70146712850272,577.8423549129958,84.17842561678759,105381.10796805093,63.73168521201895,Good to Excellent,A,A-I,Non Polluted,monsoon
2024-12-26 03:09:01.106457,8.384911435464083,29.569891409190955,0.8162654595718908,1160226.3564331986,29.319136720778836,1756.9136019020439,150.0,4779155.388728674,18.750682579285606,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2024-12-27 08:21:01.106457,7.712759496479406,3.160943167179998,6.257489934588076,85.59203439875667,21.88504193852339,329.41270502333055,5.392690484614736,536.791392997986,77.06799039054164,Good to Excellent,A,A-I,Non Polluted,monsoon
2024-12-28 13:33:01.106457,8.250231610033655,33.156533612386156,1.5350584525528104,2506532.31539592,27.165231893019733,1572.190924423435,150.0,12616265.369222285,21.961482709112463,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2024-12-29 18:45:01.106457,6.634352389339139,38.093811512483505,1.2353689749436787,703572.139474588,20.537675161421713,2094.1070637796856,150.0,7145774.901438035,22.423755265363315,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2024-12-30 23:57:01.106457,8.541679463672377,31.400339436961,1.3712022295060005,579388.4056320011,27.557777642610024,1401.7852574719184,150.0,2319932.2607173673,19.50178152588542,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2025-01-01 05:09:01.106457,7.708931668222977,10.177290106448973,3.510791273649531,29392.742336910105,28.68535335308836,537.6150704341823,72.08544679134476,416575.3771330184,44.59977798045698,Bad,C,A-II,Polluted,monsoon
2025-01-02 10:21:01.106457,8.957637490090105,40.0,1.0000369867020296,50427.905693772715,24.558698849324795,1547.0719081835298,150.0,98491.68366124658,16.368655254277332,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2025-01-03 15:33:01.106457,7.348098409951457,9.049128363197397,3.596637354300848,383.6915066616438,33.561538641834616,580.8987181619644,53.87263227314596,2641.0346359106784,56.7725460708109,Medium to Good,B,Not Prescribed,Non Polluted,monsoon
2025-01-04 20:45:01.106457,7.4714182086979815,4.400667390035012,5.1272835813333195,78.62431434306862,27.895988129607616,369.88598187488003,10.798320434196514,329.15423886265864,74.53230165586226,Good to Excellent,A,A-I,Non Polluted,monsoon
2025-01-06 01:57:01.106457,7.167767059590498,3.16929776654835,7.336262040461963,187.35491763152848,18.0,402.748039572075,29.0127831234746,563.3655676966457,75.45483306763334,Good to Excellent,A,A-I,Non Polluted,monsoon
2025-01-07 07:09:01.106457,7.49839968531984,33.65654614914518,0.9047570857345458,6991553.621900403,17.61884759845301,2017.7964483921771,150.0,68629762.84856005,24.234694878136786,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2025-01-08 12:21:01.106457,7.240506221888873,4.688159775420446,4.763607097629147,378.3452924375546,28.549235849838986,380.6939968869595,5.844360291270031,2913.5215181358662,68.41362208427273,Good to Excellent,A,A-I,Non Polluted,monsoon
2025-01-09 17:33:01.106457,7.484994620610017,7.590939442783483,3.281948903085643,6121.135326069627,34.805521456457335,405.7743777437377,88.19874746450391,22602.90280141024,51.82448529282434,Medium to Good,B,Not Prescribed,Non Polluted,monsoon
2025-01-10 22:45:01.106457,7.595134035650354,4.234798645839454,4.877585663722678,64.50137777582404,31.99906602352332,245.66671663648435,8.990700748985718,493.3392119367081,75.3176112919441,Good to Excellent,A,A-I,Non Polluted,monsoon
2025-01-12 03:57:01.106457,8.419976205274823,3.7608160476197803,5.136525027059238,2687.0747417906487,23.798727429738108,269.9451592717878,17.78933903597913,19566.018916151697,58.4066624558379,Medium to Good,B,Not Prescribed,Non Polluted,monsoon
2025-01-13 09:09:01.106457,7.678345998822055,6.071691285101408,5.727782194685065,229.94678915981822,25.204305217860313,260.35788803495444,23.91767506242153,1451.7683196698495,69.6928658002271,Good to Excellent,A,A-I,Non Polluted,monsoon
2025-01-14 14:21:01.106457,8.361174706020286,18.843852785353384,1.6340489904400823,676287.725726529,30.497078008964685,1578.7579194107868,111.1635398161467,3449271.5456899004,24.531064572656994,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2025-01-15 19:33:01.106457,7.195080255365046,5.834777297376239,3.5956972434411876,22153.470534826487,22.165982739520913,986.8239936463939,91.25057402495884,208673.68092215012,51.20743393762091,Medium to Good,B,Not Prescribed,Non Polluted,monsoon
2025-01-17 00:45:01.106457,9.314260972919833,40.0,0.9222933274104738,82890.75321985615,23.910158075196353,1623.0406114498758,150.0,538616.2688283019,13.263468233052881,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2025-01-18 05:57:01.106457,7.781508829449614,8.066778710532747,3.1702948955533476,16850.188170954636,22.80191923491497,792.5917283244268,96.95089951351663,69423.42269662685,43.215047956541355,Bad,C,A-II,Polluted,monsoon
2025-01-19 11:09:01.106457,7.524965077864344,37.181721398455664,0.8858274867487463,2772785.8609719044,21.398058205997643,1712.5662899196375,150.0,15662890.742428092,24.158592547585787,Bad to Very Bad,E,A-IV,Heavily Polluted,monsoon
2025-01-20 16:21:01.106457,7.503777943793891,7.949961668244047,3.720349663948224,9040.686741584483,30.560303400165786,1131.0719295824551,86.49257652999867,90462.75595704533,51.981584548885614,Medium to Good,B,Not Prescribed,Non Polluted,monsoon
2025-01-21 21:33:01.106457,8.071053879499306,5.102173490994236,3.167632099562515,2155.6455871827943,35.0,547.8506651712929,53.80978911845041,20295.9575138525,51.534986677261756,Medium to Good,B,Not Prescribed,Non Polluted,monsoon
2025-01-23 02:45:01.106457,8.02990588096538,8.008497344114696,4.602387179320937,17267.33308100537,18.09805076637966,598.8006056878457,76.79297827948638,127078.22970980506,48.140902411995356,Bad,C,A-II,Polluted,monsoon
2025-01-24 07:57:01.106457,8.343795909009007,7.4751862972448055,3.270202449436802,3242.4395192415127,20.15975102225152,703.1089532641171,47.06181076418305,27832.865795532263,41.687663603549986,Bad,C,A-II,Polluted,monsoon
2025-01-25 13:09:01.106457,6.795885206047421,17.386606341180144,1.7840103574962671,9452.849562184587,25.663423095665383,1076.5570574112464,150.0,86404.20441614023,31.444102196171784,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2025-01-26 18:21:01.106457,8.34091414697102,6.190549069091332,3.1775641665793057,3613.0056874145507,24.248258168568665,722.6386129722625,38.66664560443446,28470.527641323122,43.959195829384335,Bad,C,A-II,Polluted,monsoon
2025-01-27 23:33:01.106457,7.507558329848516,19.154087288996106,2.5452139400725438,554245.8667976697,18.70352224059981,1099.7470756576229,78.67694309302519,4665418.942300432,31.818274743947576,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2025-01-29 04:45:01.106457,7.492838657830774,23.675610136924334,1.9816101345909904,213355.47794789597,27.74439257760167,1144.9964725088362,150.0,2575441.2090548575,30.056857117722227,Bad to Very Bad,D,A-III,Heavily Polluted,monsoon
2025-01-30 09:57:01.106457,7.276976244621318,5.474091904749466,5.743064895497824,696.4921280846501,21.577869320377538,457.3968507946894,23.268210909695046,2123.559573251527,67.75137983970681,Good to Excellent,A,A-I,Non Polluted,monsoon
